Time,AX,AY,AZ,GX,GY,GZ,Temp,,,,,spped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124607,-0.98,7,-10.58,-71.97,5.54,35.73,18.52,,,35,,0.38012,-12.95077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124642,1.36,2.81,-15.54,-76.17,23.18,35.63,18.52,,,34,,0.245,-12.70577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124676,0.95,1.19,-15.67,-66.52,62.53,27.05,18.51,,,35,,0.09554,-12.61023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124711,-0.31,6.14,-35.26,-0.84,-40.75,6.08,18.53,,,37,,0.04165,-12.56858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124748,5.55,-7.81,4.52,-16.44,99.63,1.77,18.54,,,35,,0.22718,-12.3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124783,-7.46,0.21,-5.89,-31.18,-135.13,-10.03,18.53,,,34,,-0.27335,-12.61475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124817,-6.98,-4.16,-20.72,-15.47,-122.11,-3.74,18.54,,,34,,0.00714,-12.60761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124851,-0.15,-35.16,-18.77,-9.57,-34.29,-7.4,18.54,,,35,,-0.14144,-12.74905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124886,-0.33,-7.45,-7.7,10.32,-30.73,0.52,18.53,,,34,,-1.2306,-13.97965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124920,-0.17,0.01,-11.47,-10.47,-1.24,0.29,18.53,,,35,,-0.2533,-14.23295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124955,-2.34,-9.72,-13.4,-13.04,-13.27,0.69,18.54,,,34,,0.00035,-14.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124989,0.7,-4.68,-7.95,-4.7,0.44,-1.08,18.54,,,34,,-0.33048,-14.56308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125023,-2.29,-1.92,-11.58,-7.91,23.15,-3.15,18.53,,,38,,-0.15912,-14.7222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125061,-0.3,-6.87,-3.54,-0.61,28.9,-3.8,18.56,,,35,,-0.07296,-14.79516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125096,0.18,-0.75,-9.82,2.29,12.64,-2.72,18.52,,,34,,-0.24045,-15.03561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125130,0.08,-0.61,-12.03,-1.3,-5.79,-2.58,18.54,,,35,,-0.0255,-15.06111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125165,-0.63,-4.82,-9.86,-2.15,-23.69,-0.9,18.54,,,34,,-0.02135,-15.08246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125199,-1.87,-2.28,-12.87,-5.48,-22.78,-0.85,18.54,,,35,,-0.16388,-15.24634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125234,-0.63,-1.34,-14.28,-2.61,-4.31,-0.56,18.54,,,34,,-0.0798,-15.32614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125268,-1.65,-3.19,-11.08,0.18,-0.29,0.46,18.54,,,35,,-0.04556,-15.3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125303,-0.22,-0.89,-5.03,2.55,7.39,-0.14,18.54,,,34,,-0.11165,-15.48335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125337,-1.36,-1.25,-17.71,1.83,4.92,0.84,18.52,,,35,,-0.03026,-15.51361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125372,1.31,1.53,-7.17,2.66,-20.72,1.21,18.54,,,45,,-0.04375,-15.55736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125417,-0.57,-3,-13.09,-2.43,-18.43,1.73,18.55,,,35,,0.06885,-15.48851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125452,-2.15,-0.57,-9.59,-2,4.78,2.08,18.51,,,34,,-0.105,-15.59351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125486,-1.3,1.41,-13.13,-9.48,5.33,1.28,18.54,,,35,,-0.01938,-15.61289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125521,-1.02,-5.31,-12.8,-10.24,-27.05,0.38,18.53,,,34,,0.04935,-15.56354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125555,-2.91,-15.04,-11.73,-5.54,-20.72,2.31,18.56,,,62,,-0.18054,-15.74408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125617,-0.6,-30.63,-11.67,-6.4,34.63,1.24,18.56,,,34,,-0.93248,-16.67656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125651,-3.64,17.65,-2.75,-9.79,21.44,1.24,18.54,,,35,,-1.04142,-17.71798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125686,-1.41,-4.58,-11.75,-7.76,73.4,0.72,18.53,,,34,,0.61775,-17.10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125720,1.25,-1.98,-14.24,-8.47,44.09,1.74,18.54,,,35,,-0.15572,-17.25595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125755,0.52,1.01,-13.66,4.32,-7.95,2.66,18.55,,,38,,-0.0693,-17.32525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125793,-0.15,-13.37,-13.55,15.47,-42.47,-1.1,18.53,,,34,,0.03838,-17.28687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125827,-8.06,1.27,-7.17,17.71,24.24,-8.2,18.54,,,35,,-0.45458,-17.74145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125862,0.46,21.73,-10.8,13.05,135.3,-9.79,18.54,,,34,,0.04445,-17.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125896,2.44,76.32,-31.04,64.41,-115.77,-3.11,18.54,,,35,,0.73882,-16.95818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125931,2.82,29.62,-3.5,113.6,-68.41,-0.81,18.54,,,34,,2.6712,-14.28698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125965,0.29,15.94,-1.86,3.3,10.76,24.89,18.56,,,35,,1.00708,-13.2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126000,3.78,11.09,-5.41,-42.81,110.76,47.47,18.55,,,34,,0.5579,-12.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126034,0.96,7.08,-13.8,-32.58,168.7,41.66,18.54,,,35,,0.37706,-12.34494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126069,1.61,2.48,-13.81,-54.31,192.5,32.11,18.54,,,34,,0.2478,-12.09714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126103,2.78,-0.34,-11.81,-55.76,-10.95,-6.03,18.54,,,38,,0.08432,-12.01282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126141,2.3,-7.02,0.75,48.93,-133.42,-45.16,18.53,,,34,,-0.01292,-12.02574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126175,2.86,-12.27,-1.91,-38.17,137.25,-22.87,18.52,,,35,,-0.23868,-12.26442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126210,-25.86,-21.2,6.11,-18.31,-12.05,-15.16,18.53,,,34,,-0.42945,-12.69387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126244,-2.03,-23.17,-14.3,-3.74,-31.4,0.31,18.55,,,35,,-0.7208,-13.41467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126279,0.31,0.31,-6.55,-2.66,66.12,-2.14,18.54,,,34,,-0.81095,-14.22562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126313,0.28,-8.49,-11.25,4.89,80.7,-4.09,18.54,,,35,,0.01054,-14.21508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126348,-1.63,-9.51,-13.03,5.25,116.6,-5.37,18.52,,,35,,-0.29715,-14.51223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126383,4.13,-0.58,-10.72,-1.24,91.77,-6.24,18.52,,,34,,-0.33285,-14.84508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126417,3.9,-5.52,-8.43,-1.76,-14.37,-1.62,18.52,,,35,,-0.01972,-14.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126452,3.76,-5.95,-16.34,-4.84,-86,-0.17,18.53,,,37,,-0.1932,-15.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126489,2.59,0.28,-14.23,-7.01,-153.18,3.04,18.53,,,35,,-0.22015,-15.27815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126524,0,-3.13,-10.83,-6.09,-178.18,3.13,18.53,,,34,,0.0098,-15.26835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126558,-5.64,-3.32,-15.12,-6.11,-127.86,4.21,18.54,,,35,,-0.10642,-15.37477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126593,-3.83,0.16,-12.38,-4.35,-33.3,3.28,18.52,,,34,,-0.1162,-15.49097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126627,-5.43,-2.5,-17.11,-7.73,33.33,1.45,18.53,,,35,,0.00544,-15.48553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126662,-3.95,0.31,-12.25,-1.65,69.44,0.18,18.52,,,34,,-0.0875,-15.57303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126696,-0.23,-0.85,-7.43,0.41,75.89,0.05,18.54,,,35,,0.01054,-15.56249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126731,1.17,2.07,-14.11,0.73,46.44,0.63,18.53,,,34,,-0.02975,-15.59224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126765,3.67,3.23,-10.36,-0.02,-23.22,1.11,18.54,,,35,,0.07038,-15.52186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126800,-0.3,0.8,-12.11,-3.63,-78.11,3.71,18.54,,,38,,0.11305,-15.40881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126838,-3.4,-2.65,-9.28,-2.87,-77.91,3.83,18.54,,,34,,0.0304,-15.37841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126872,-4,-4.35,-10.35,-0.06,-37.39,3.6,18.54,,,35,,-0.0901,-15.46851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126907,-2.34,-3.1,-9.72,2.31,-1.71,2.08,18.52,,,34,,-0.15225,-15.62076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126941,-2.2,-4.28,-7.9,2.66,21.33,1.22,18.53,,,35,,-0.1054,-15.72616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126976,-2,-5.03,-12.56,-0.82,16.21,1.36,18.52,,,34,,-0.1498,-15.87596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127010,0.32,-9.11,-10.01,0.17,-23.91,2.49,18.51,,,35,,-0.17102,-16.04698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127045,-3.5,-14.71,-9.34,-1.34,-40.92,2.81,18.52,,,34,,-0.31885,-16.36583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127079,-2.88,-21.95,-9.57,-5.56,-23.57,2.63,18.52,,,35,,-0.50014,-16.86597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127114,-4.74,-7.57,-11.61,-7.15,19.6,1.74,18.51,,,37,,-0.76825,-17.63422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127151,-1.84,-2.64,-11.27,-14.11,37.59,0.78,18.53,,,35,,-0.28009,-17.91431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127186,0.85,1.72,-10.83,-9.44,-5.4,2.47,18.51,,,34,,-0.0924,-18.00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127220,-1.54,0.45,-13.3,-1.05,-70.78,2.84,18.53,,,35,,0.05848,-17.94823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127255,-3.81,-22.01,-14.45,11.27,-83.92,-3.16,18.52,,,34,,0.01575,-17.93248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127289,-7.35,-21.57,-6.76,10.95,-68.24,-16.09,18.54,,,35,,-0.74834,-18.68082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127324,-2.29,-4.37,-6.85,10.56,255.57,-16.92,18.54,,,34,,-0.75495,-19.43577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127358,5.34,78.45,-62.05,63.69,96.46,1.28,18.55,,,35,,-0.14858,-19.58435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127393,6.49,40.4,9.52,237.16,57.45,7.08,18.52,,,34,,2.74575,-16.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127427,-1.01,20.83,15.65,103.07,19.5,45.83,18.55,,,35,,1.3736,-15.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127462,2.2,15.04,-4.19,-20.66,98.61,68.6,18.53,,,38,,0.72905,-14.73595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127500,-1.87,13.49,-16.07,-73.88,49.68,80.29,18.54,,,34,,0.57152,-14.16443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127534,0.67,5.42,-11.21,-95.04,67.62,71.42,18.54,,,35,,0.45866,-13.70577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127569,2.49,2.29,-14.51,-99.95,28.27,40.18,18.54,,,34,,0.1897,-13.51607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127603,7.38,-1.03,-16.23,-103.08,13.86,-3.6,18.54,,,35,,0.07786,-13.43821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127638,4.5,-0.5,-29.81,12.67,-103.95,-79.76,18.53,,,34,,-0.03605,-13.47426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127672,-4.27,-12.18,-3.08,-0.11,93.88,-93.65,18.52,,,35,,-0.017,-13.49126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127707,3.72,-15.67,-9.2,-46.9,58.03,-118.17,18.53,,,34,,-0.4263,-13.91756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127741,-23.38,-27.72,-0.45,5.1,28.66,-59.92,18.54,,,35,,-0.53278,-14.45034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127776,0.24,-13.36,-9.18,2.17,3.95,-0.58,18.54,,,34,,-0.9702,-15.42054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127810,0.47,-2.46,-12.9,-8.66,-8.43,0.85,18.55,,,38,,-0.45424,-15.87478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127848,1.15,-6.97,-16.88,-8.47,-2.93,-0.21,18.54,,,35,,-0.09348,-15.96826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127883,2.39,-7.37,-13.2,-5.57,-7.11,0.52,18.54,,,34,,-0.24395,-16.21221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127917,2.79,-2.57,-9.9,1.11,-58.41,2.63,18.53,,,35,,-0.25058,-16.46279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127952,1.45,-2.56,-9.11,-0.12,-92.31,4.27,18.53,,,34,,-0.08995,-16.55274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127986,-0.68,-5.02,-11.94,0.41,-53.02,3.11,18.54,,,35,,-0.08704,-16.63978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128021,-0.52,-3.59,-10.58,-2.21,-60.02,2.15,18.55,,,34,,-0.1757,-16.81548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128055,0.26,-0.83,-11.2,-0.5,-67.28,1.86,18.53,,,35,,-0.12206,-16.93754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128090,2.63,-0.25,-2.01,-6.43,-53.88,-3.18,18.52,,,34,,-0.02905,-16.96659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128124,-0.01,-1.76,-11.73,-0.73,-66.64,3.73,18.51,,,35,,-0.0085,-16.97509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128159,-5.2,4.65,-10.15,2.92,-49.01,4.29,18.54,,,38,,-0.0616,-17.03669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128197,-7.56,6.44,-19.93,-0.43,-2.52,2.53,18.53,,,34,,0.1767,-16.85999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128231,-4.64,2.3,-11.85,2.52,41.13,0.69,18.54,,,35,,0.21896,-16.64103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128266,-1.13,-3.6,-11.37,7.79,18.72,1.73,18.54,,,34,,0.0805,-16.56053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128300,-3.46,-4.14,-12.59,5.94,13.07,1.5,18.52,,,35,,-0.1224,-16.68293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128335,-3.25,-2.63,-12.48,-0.58,6.24,3.28,18.53,,,34,,-0.1449,-16.82783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128369,-0.4,-3.4,-12.87,-1.6,-20.67,2.76,18.53,,,35,,-0.08942,-16.91725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128404,-3.3,-1.19,-10.75,0.46,-25.8,2.31,18.52,,,34,,-0.119,-17.03625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128438,-2.21,-0.62,-10.84,2.75,-21.95,2.29,18.55,,,35,,-0.04046,-17.07671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128473,-0.57,-5.09,-12.73,3.98,-23.47,2.35,18.53,,,34,,-0.0217,-17.09841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128507,-2.86,-7.86,-11.65,2.85,-9.77,1.4,18.55,,,65,,-0.17306,-17.27147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128572,-3.82,-21.91,-11.37,0.02,-31.37,2.32,18.54,,,35,,-0.5109,-17.78237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128607,-4.89,-20.23,-10.18,-1.86,31.18,0.69,18.52,,,34,,-0.76685,-18.54922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128641,1.01,9.55,-11.76,-12,53.83,1.54,18.54,,,35,,-0.68782,-19.23704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128676,-3.62,-1.5,-10.58,-9.4,10.47,2.15,18.54,,,34,,0.33425,-18.90279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128710,-2,-1.7,-13.64,-7.45,90.98,1.34,18.55,,,35,,-0.051,-18.95379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128745,0.62,-1.72,-12.59,0.32,54.73,0.55,18.54,,,34,,-0.0595,-19.01329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128779,0.43,-18.99,-14.62,6.64,-22.79,-7.39,18.54,,,35,,-0.05848,-19.07177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128814,-2.38,-16.62,-9.9,11.42,-35.05,-11.16,18.51,,,34,,-0.66465,-19.73642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128848,-5.32,-4.59,-15.15,4.58,161.28,-22.99,18.54,,,38,,-0.56508,-20.3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128886,1.14,78.45,-56.92,39.54,17.15,-17.39,18.54,,,35,,-0.17442,-20.47592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128921,8.11,54.47,5.87,209.73,-58.82,-25.48,18.54,,,34,,2.74575,-17.73017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128955,-11.58,36.95,16.9,165.98,-135.33,-19.5,18.54,,,35,,1.85198,-15.87819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128990,-0.72,21.19,-1.22,-57.88,18.75,9.22,18.54,,,34,,1.29325,-14.58494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129024,0.33,12.75,-9.92,-112.37,51.27,28.35,18.52,,,35,,0.72046,-13.86448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129059,1.55,7.03,-15.12,-111.5,81.6,37.37,18.54,,,34,,0.44625,-13.41823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129093,0.07,4.51,-11.39,-103.65,178.72,31.39,18.53,,,35,,0.23902,-13.17921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129128,-10.71,3.94,21.76,-30,58.89,10.11,18.54,,,34,,0.15785,-13.02136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129162,-8.3,0.52,-18.86,-12.52,-102.09,-7.19,18.54,,,35,,0.13396,-12.8874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129197,-12.88,-16.11,-12.7,-11.36,83.1,-6.44,18.55,,,38,,0.0182,-12.8692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129235,-1.18,-23.16,-13.03,-2.58,-31.11,0.58,18.52,,,34,,-0.61218,-13.48138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129269,0.69,-1.05,-15.96,-2.32,19.79,-0.64,18.53,,,35,,-0.78744,-14.26882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129304,1.11,-8.77,-6.98,-0.26,-22.34,1.1,18.52,,,34,,-0.03675,-14.30557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129338,0.24,-11.76,-2.72,1.37,-22.64,1.76,18.51,,,35,,-0.29818,-14.60375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129373,-1.38,-7.91,-9.4,-1.8,-2.23,1.1,18.53,,,34,,-0.4116,-15.01535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129407,0.19,-6.82,-9.94,-3.39,10.37,0.73,18.53,,,35,,-0.26894,-15.28429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129442,-1.04,-4.7,-4.42,4.81,14.31,-1.21,18.54,,,34,,-0.2387,-15.52299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129476,0.63,-2.3,-14.09,1.22,4.96,-0.23,18.54,,,35,,-0.1598,-15.68279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129511,-0.24,-2.32,-14.63,2.05,-15.92,1.1,18.52,,,34,,-0.0805,-15.76329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129545,-0.53,-2.26,-15.03,0.14,-24.9,1.27,18.52,,,38,,-0.07888,-15.84217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129583,0.41,-3.59,-10.49,-0.11,-35.39,1.73,18.52,,,35,,-0.08588,-15.92805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129618,0.64,0.7,-11.69,-1.02,-56.32,2.53,18.52,,,34,,-0.12565,-16.0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129652,-0.93,2.04,-11.29,1.39,-51.95,2.15,18.53,,,35,,0.0238,-16.0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129687,-1.57,1.36,-10.77,1.74,-31.73,2.73,18.53,,,34,,0.0714,-15.9585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129721,-2.16,-3.99,-9.27,2.6,-10.95,2,18.53,,,35,,0.04624,-15.91226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129756,-1.19,-2.6,-6.65,2.89,10.35,1.39,18.53,,,34,,-0.13965,-16.05191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129790,-1.16,-1.29,-14.47,1.66,22.66,0.9,18.53,,,35,,-0.0884,-16.14031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129825,0.63,-0.38,-7.68,3.89,7.5,0.67,18.52,,,34,,-0.04515,-16.18546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129859,0.71,0.65,-10.54,2,-6.61,0.63,18.51,,,35,,-0.01292,-16.19838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129894,-0.93,-0.46,-12.35,1.21,-16.29,1.53,18.52,,,38,,0.02275,-16.17563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129932,-2.54,-1.94,-7.74,-0.14,-1.11,0.63,18.52,,,34,,-0.01748,-16.19311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129966,-1.65,-0.47,-9.43,-3.19,24.58,0,18.54,,,35,,-0.06596,-16.25907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130001,-1.83,-0.57,-11.26,-5.98,34.56,-0.23,18.52,,,34,,-0.01645,-16.27552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130035,0.46,-4.91,-7.88,-6.08,46.87,-1.02,18.53,,,35,,-0.01938,-16.2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130070,1.75,-7.27,-9.35,-3.56,8.69,0.58,18.53,,,34,,-0.17185,-16.46675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104,2.21,-6.82,-12.69,-2.99,-49.8,2.89,18.53,,,35,,-0.24718,-16.71393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130139,-2.28,-14.03,-11.7,1.19,-76.27,2.89,18.52,,,34,,-0.2387,-16.95263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130173,-5,-18.27,-12.81,8.05,-11.24,1.39,18.53,,,35,,-0.47702,-17.42965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130208,-8.83,13.01,-7.46,14.96,107.05,0.64,18.54,,,34,,-0.63945,-18.0691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130242,0.14,22.93,-10.67,3.77,366.73,-7.19,18.53,,,38,,0.44234,-17.62676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130280,-1.23,39.42,-22.88,-6.47,277.89,-4.09,18.53,,,35,,0.87134,-16.75542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130315,-8.99,34,-16.07,32.03,214.7,-7.51,18.53,,,34,,1.3797,-15.37572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130349,-12.03,13.33,-2.66,55.16,-7.94,-20.89,18.53,,,35,,1.156,-14.21972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130384,14.61,-12.41,-53.22,26.49,-338.84,-68.21,18.51,,,34,,0.46655,-13.75317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
