Time,AX,AY,AZ,GX,GY,GZ,Temp,,,,,spped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27044,0.05,-0.33,-11.25,-1.24,-0.31,1.25,18.49,,,34,,-0.0114,58.58122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27078,-0.04,-0.25,-11.25,-1.11,-0.6,1.25,18.49,,,35,,-0.01122,58.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27113,-0.01,-0.35,-11.26,-1.1,1.77,1.19,18.48,,,62,,-0.00875,58.56125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27175,0.02,-0.27,-11.26,-1.24,1.05,1.19,18.49,,,34,,-0.0217,58.53955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27209,-0.01,-0.34,-11.25,-1.34,0.63,1.18,18.48,,,35,,-0.00918,58.53037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27244,-0.13,-0.28,-11.2,-1.33,3.76,1.1,18.46,,,34,,-0.0119,58.51847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27278,0.08,-0.33,-11.27,-1.13,4.6,1.08,18.49,,,35,,-0.00952,58.50895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27313,0.03,-0.27,-11.24,-1.4,3.4,1.11,18.46,,,34,,-0.01155,58.4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27347,0.03,-0.29,-11.32,-1.39,3.18,1.15,18.48,,,35,,-0.00918,58.48822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27382,-0.03,-0.34,-11.27,-1.28,4.67,1.07,18.48,,,38,,-0.01015,58.47807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27420,0.15,-0.29,-11.25,-1.37,3.44,1.13,18.48,,,34,,-0.01292,58.46515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27454,0.07,-0.29,-11.23,-1.42,2.09,1.15,18.47,,,35,,-0.00986,58.45529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27489,0.11,-0.33,-11.25,-1.54,1.51,1.18,18.49,,,34,,-0.01015,58.44514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27523,0.04,-0.28,-11.28,-1.39,1.11,1.19,18.49,,,35,,-0.01122,58.43392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27558,0.08,-0.25,-11.24,-1.42,1.95,1.15,18.47,,,34,,-0.0098,58.42412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27592,0.09,-0.28,-11.24,-1.57,2.76,1.13,18.47,,,35,,-0.0085,58.41562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27627,0.15,-0.31,-11.26,-1.42,0.96,1.19,18.48,,,34,,-0.0098,58.40582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27661,0.06,-0.41,-11.3,-1.3,1.95,1.18,18.46,,,35,,-0.01054,58.39528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27696,0.06,-0.24,-11.2,-1.13,1.76,1.22,18.47,,,34,,-0.01435,58.38093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27730,0.12,-0.23,-11.19,-1.54,2.64,1.1,18.5,,,35,,-0.00816,58.37277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27765,0.09,-0.37,-11.29,-1.76,0.55,1.19,18.49,,,38,,-0.00805,58.36472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27803,-0.08,-0.24,-11.33,-1.44,3.92,1.08,18.48,,,34,,-0.01406,58.35066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27837,0.07,-0.35,-11.22,-1.31,6.05,1.07,18.49,,,35,,-0.00816,58.3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27872,0.17,-0.29,-11.28,-1.44,5.44,1.1,18.48,,,34,,-0.01225,58.33025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27906,0.15,-0.25,-11.34,-1.3,4.6,1.11,18.47,,,35,,-0.00986,58.32039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27941,0.23,-0.33,-11.29,-1.21,5.45,1.1,18.49,,,34,,-0.00875,58.31164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27975,0.25,-0.32,-11.29,-1.21,2.23,1.11,18.49,,,35,,-0.01122,58.30042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28010,0.23,-0.36,-11.31,-1.19,1.08,1.24,18.47,,,34,,-0.0112,58.28922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28044,0.05,-0.33,-11.27,-1.02,0.9,1.22,18.48,,,35,,-0.01224,58.27698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28079,0.24,-0.24,-11.26,-1.07,3.28,1.16,18.48,,,34,,-0.01155,58.26543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28113,0.28,-0.38,-11.2,-1.37,1.3,1.15,18.5,,,38,,-0.00816,58.25727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151,0.18,-0.31,-11.31,-1.31,-0.15,1.24,18.48,,,34,,-0.01444,58.24283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28185,0.23,-0.22,-11.26,-1.25,-0.4,1.25,18.49,,,35,,-0.01054,58.23229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28220,0.1,-0.37,-11.25,-1.31,-1.13,1.28,18.49,,,34,,-0.0077,58.22459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28254,0.07,-0.19,-11.24,-1.33,1.21,1.18,18.49,,,35,,-0.01258,58.21201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28289,0.1,-0.38,-11.29,-1.39,2.61,1.16,18.47,,,34,,-0.00665,58.20536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28323,0.18,-0.24,-11.29,-1.34,3.15,1.13,18.47,,,35,,-0.01292,58.19244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28358,0.17,-0.34,-11.33,-1.22,1.88,1.21,18.48,,,35,,-0.0084,58.18404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28393,0.2,-0.14,-11.25,-1.31,3.01,1.19,18.49,,,34,,-0.0119,58.17214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28427,0.28,-0.39,-11.26,-1.27,1.21,1.18,18.47,,,35,,-0.00476,58.16738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28462,0.24,-0.33,-11.27,-1.42,-1.39,1.24,18.49,,,34,,-0.01365,58.15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28496,0.02,-0.29,-11.28,-1.47,-1.48,1.27,18.48,,,38,,-0.01122,58.14251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28534,0.03,-0.23,-11.28,-1.4,3.66,1.13,18.49,,,34,,-0.01102,58.13149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28568,0.14,-0.33,-11.27,-1.44,5.33,1.07,18.48,,,35,,-0.00782,58.12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28603,0.25,-0.31,-11.36,-1.33,5.74,1.04,18.48,,,34,,-0.01155,58.11212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28637,0.31,-0.28,-11.25,-1.22,1.83,1.15,18.49,,,35,,-0.01054,58.10158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28672,0.28,-0.29,-11.21,-1.59,-0.96,1.19,18.48,,,35,,-0.0098,58.09178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28707,0.15,-0.33,-11.32,-1.69,-2.23,1.27,18.47,,,34,,-0.01015,58.08163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28741,0.09,-0.27,-11.31,-1.45,0.21,1.21,18.47,,,35,,-0.01122,58.07041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28776,0.13,-0.25,-11.22,-1.54,1.85,1.19,18.46,,,34,,-0.00945,58.06096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28810,0.14,-0.28,-11.33,-1.56,3.39,1.11,18.46,,,35,,-0.0085,58.05246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28845,0.08,-0.27,-11.31,-1.19,5.3,1.11,18.47,,,38,,-0.0098,58.04266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28883,0.12,-0.33,-11.3,-0.87,8.64,1.01,18.47,,,34,,-0.01026,58.0324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28917,0.48,-0.22,-11.31,-0.78,6.84,1.04,18.46,,,35,,-0.01122,58.02118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28952,0.41,-0.25,-11.18,-1.1,0.17,1.22,18.49,,,34,,-0.0077,58.01348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28986,-0.01,-0.37,-11.24,-1.71,-1.62,1.27,18.47,,,35,,-0.0085,58.00498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29021,0.09,-0.24,-11.31,-1.47,4.06,1.1,18.48,,,34,,-0.01295,57.99203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29055,0.26,-0.24,-11.21,-1.34,7.07,1.08,18.48,,,35,,-0.00816,57.98387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29090,0.26,-0.29,-11.28,-1.6,8.37,1.04,18.48,,,34,,-0.0084,57.97547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29124,0.46,-0.29,-11.35,-1.56,6.06,1.04,18.49,,,35,,-0.00986,57.96561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29159,0.44,-0.26,-11.31,-1.34,2.32,1.13,18.48,,,34,,-0.01015,57.95546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29193,0.28,-0.28,-11.35,-1.19,2.89,1.15,18.46,,,38,,-0.00884,57.94662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29231,0.47,-0.34,-11.29,-1.11,2.63,1.13,18.48,,,35,,-0.01064,57.93598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29266,0.41,-0.23,-11.29,-1.11,-1.19,1.31,18.49,,,34,,-0.0119,57.92408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29300,0.28,-0.31,-11.27,-1.34,-0.5,1.25,18.5,,,35,,-0.00782,57.91626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29335,0.15,-0.26,-11.34,-1.24,2.63,1.13,18.49,,,34,,-0.01085,57.90541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29369,0.44,-0.28,-11.28,-0.98,4.05,1.13,18.49,,,35,,-0.00884,57.89657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29404,0.45,-0.29,-11.26,-1.3,0.72,1.22,18.47,,,34,,-0.0098,57.88677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29438,0.44,-0.28,-11.33,-1.33,-3.11,1.34,18.48,,,35,,-0.00986,57.87691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29473,0.22,-0.25,-11.27,-1.16,-2.84,1.3,18.49,,,34,,-0.0098,57.86711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29507,0.29,-0.34,-11.22,-1.31,-2.06,1.25,18.48,,,35,,-0.0085,57.85861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29542,0.18,-0.34,-11.36,-1.24,0.02,1.24,18.5,,,35,,-0.0119,57.84671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29577,0.23,-0.19,-11.25,-1.04,2.49,1.18,18.5,,,37,,-0.0119,57.83481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29614,0.36,-0.29,-11.28,-1.33,1.65,1.18,18.49,,,35,,-0.00703,57.82778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29649,0.34,-0.29,-11.33,-1.3,-0.95,1.24,18.46,,,34,,-0.01015,57.81763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29683,0.15,-0.24,-11.26,-1.24,-0.79,1.21,18.5,,,35,,-0.00986,57.80777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29718,0.27,-0.26,-11.26,-1.36,0.03,1.21,18.49,,,35,,-0.0084,57.79937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29753,0.26,-0.29,-11.27,-1.16,-0.55,1.22,18.48,,,34,,-0.0091,57.79027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29787,0.23,-0.27,-11.18,-1.51,-0.69,1.25,18.51,,,35,,-0.00986,57.78041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822,0.17,-0.3,-11.31,-1.89,-0.73,1.22,18.49,,,34,,-0.00945,57.77096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29856,0.16,-0.28,-11.46,-1.02,0.6,1.21,18.49,,,35,,-0.0102,57.76076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29891,0.06,-0.23,-11.23,-0.66,3.6,1.18,18.5,,,34,,-0.0098,57.75096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29925,0.14,-0.34,-11.26,-0.9,8.14,0.99,18.49,,,38,,-0.00782,57.74314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29963,0.53,-0.28,-11.25,-1.1,6.03,1.08,18.49,,,35,,-0.01292,57.73022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29998,0.36,-0.29,-11.23,-1.48,0.06,1.19,18.49,,,34,,-0.0098,57.72042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30032,0.23,-0.28,-11.33,-1.42,-0.52,1.19,18.49,,,35,,-0.00986,57.71056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30067,0.25,-0.22,-11.26,-1.19,0.93,1.24,18.49,,,34,,-0.0098,57.70076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101,0.27,-0.39,-11.24,-1.45,0.02,1.19,18.49,,,35,,-0.00748,57.69328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30136,0.21,-0.32,-11.32,-1.4,0.87,1.16,18.48,,,34,,-0.01365,57.67963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,0.14,-0.25,-11.28,-1.22,3.98,1.13,18.5,,,35,,-0.01088,57.66875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205,0.32,-0.3,-11.28,-1.22,3.54,1.1,18.5,,,34,,-0.00875,57.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30239,0.37,-0.23,-11.29,-1.13,1.63,1.18,18.5,,,35,,-0.0102,57.6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30274,0.29,-0.29,-11.26,-1.24,-0.14,1.24,18.51,,,38,,-0.00805,57.64175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30312,0.22,-0.38,-11.3,-1.27,0.43,1.19,18.51,,,34,,-0.01102,57.63073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30346,0.21,-0.24,-11.29,-1.19,-0.18,1.27,18.51,,,35,,-0.01292,57.61781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30381,0.15,-0.3,-11.25,-1.21,3.3,1.15,18.52,,,34,,-0.0084,57.60941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30415,0.35,-0.29,-11.26,-1.3,3.45,1.1,18.51,,,35,,-0.0102,57.59921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30450,0.32,-0.31,-11.29,-1.33,1.82,1.11,18.49,,,34,,-0.01015,57.58906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30484,0.3,-0.28,-11.29,-1.22,1.01,1.21,18.5,,,35,,-0.01054,57.57852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519,0.25,-0.24,-11.21,-1.28,1.05,1.19,18.49,,,34,,-0.0098,57.56872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30553,0.18,-0.38,-11.29,-1.34,3.95,1.05,18.49,,,35,,-0.00816,57.56056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30588,0.46,-0.25,-11.28,-1.33,3.51,1.11,18.49,,,34,,-0.0133,57.54726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30622,0.35,-0.4,-11.28,-1.4,-0.24,1.27,18.49,,,35,,-0.0085,57.53876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30657,0.31,-0.18,-11.32,-1.28,-1.08,1.24,18.51,,,38,,-0.014,57.52476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30695,0.13,-0.29,-11.28,-1.18,1.22,1.18,18.49,,,34,,-0.00684,57.51792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30729,0.31,-0.28,-11.32,-1.15,2,1.13,18.49,,,35,,-0.00986,57.50806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30764,0.29,-0.31,-11.28,-0.98,0.9,1.21,18.49,,,34,,-0.0098,57.49826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30798,0.29,-0.31,-11.21,-1.21,0.38,1.21,18.5,,,35,,-0.01054,57.48772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30833,0.26,-0.28,-11.34,-1.44,-1.5,1.27,18.5,,,35,,-0.01085,57.47687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30868,0.11,-0.37,-11.3,-1.33,0.79,1.22,18.51,,,34,,-0.0098,57.46707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,0.13,-0.26,-11.3,-1.34,4.53,1.08,18.49,,,35,,-0.01258,57.45449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30937,0.37,-0.24,-11.24,-1.13,3.25,1.11,18.49,,,34,,-0.0091,57.44539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30971,0.4,-0.31,-11.25,-1.42,-0.08,1.24,18.5,,,35,,-0.00816,57.43723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006,0.23,-0.34,-11.31,-1.33,-2.14,1.27,18.49,,,38,,-0.01085,57.42638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31044,0.21,-0.24,-11.22,-1.3,-0.4,1.22,18.5,,,34,,-0.01292,57.41346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31078,0.18,-0.2,-11.28,-1.3,0.47,1.19,18.48,,,35,,-0.00816,57.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31113,0.2,-0.38,-11.28,-1.21,1.54,1.19,18.5,,,34,,-0.007,57.3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31147,0.28,-0.32,-11.3,-1.13,0.18,1.27,18.51,,,35,,-0.01292,57.38538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182,0.22,-0.23,-11.32,-1.01,-0.4,1.19,18.51,,,34,,-0.0112,57.37418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31216,0.17,-0.34,-11.23,-1.05,-0.26,1.25,18.5,,,35,,-0.00782,57.36636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31251,0.13,-0.3,-11.2,-1.36,0.29,1.21,18.51,,,34,,-0.0119,57.35446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31285,0.15,-0.31,-11.25,-1.54,0.31,1.24,18.5,,,35,,-0.0102,57.34426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320,0.18,-0.27,-11.33,-1.48,0.47,1.19,18.49,,,34,,-0.01085,57.33341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31354,0.17,-0.32,-11.29,-1.27,0.47,1.15,18.49,,,35,,-0.00918,57.32423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31389,0.18,-0.27,-11.23,-1.28,0.5,1.18,18.5,,,38,,-0.0112,57.31303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31427,0.12,-0.29,-11.23,-1.54,0.37,1.18,18.49,,,61,,-0.01026,57.30277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31488,0.23,-0.29,-11.33,-1.18,0.29,1.21,18.5,,,34,,-0.01769,57.28508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31522,0.15,-0.27,-11.21,-1.11,-2.53,1.28,18.49,,,35,,-0.00986,57.27522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31557,-0.05,-0.32,-11.24,-1.48,-0.69,1.25,18.48,,,34,,-0.00945,57.26577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31591,0.02,-0.28,-11.3,-1.31,3.45,1.18,18.53,,,35,,-0.01088,57.25489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626,0.07,-0.34,-11.23,-1.34,5.16,1.11,18.53,,,35,,-0.0098,57.24509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31661,0.11,-0.23,-11.3,-1.45,5.5,1.1,18.5,,,34,,-0.0119,57.23319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31695,0.19,-0.27,-11.32,-1.22,6.14,1.05,18.49,,,35,,-0.00782,57.22537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31730,0.24,-0.34,-11.22,-1.22,3.47,1.13,18.49,,,34,,-0.00945,57.21592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31764,0.16,-0.29,-11.2,-1.82,3.33,1.11,18.51,,,38,,-0.01156,57.20436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31802,0.35,-0.33,-11.19,-2.26,1.5,1.16,18.5,,,35,,-0.01102,57.19334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31837,0.46,-0.26,-11.28,-2.73,-4.34,1.15,18.52,,,34,,-0.01155,57.18179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871,0.28,-0.3,-11.52,-2.4,-11.05,1.39,18.49,,,35,,-0.00884,57.17295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31906,0.04,-0.26,-11.33,-1.53,-11.27,1.42,18.49,,,34,,-0.0105,57.16245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940,-0.29,-0.18,-11.2,-1.74,-6.53,1.28,18.51,,,35,,-0.00884,57.15361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31975,-0.45,-0.15,-11.34,-1.45,6.27,1.02,18.5,,,35,,-0.0063,57.14731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32010,0.01,-0.25,-11.32,-0.81,13.71,0.84,18.5,,,34,,-0.00525,57.14206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32044,0.58,-0.35,-11.27,-0.73,5.27,1.05,18.5,,,35,,-0.0085,57.13356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32079,0.32,-0.31,-11.35,-0.87,-6.05,1.33,18.49,,,34,,-0.01225,57.12131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32113,0.07,-0.37,-11.5,-0.09,-11.11,1.53,18.49,,,38,,-0.01054,57.11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32151,-0.1,-0.31,-11.54,1.31,-10.32,1.65,18.5,,,35,,-0.01406,57.09671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32186,-0.81,-0.39,-11.41,2.23,0.95,1.54,18.49,,,34,,-0.01085,57.08586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32220,0.13,0.12,-11.39,3.27,8.08,1.88,18.51,,,35,,-0.01326,57.0726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32255,-0.69,0.53,-11.34,3.27,7.3,2.02,18.49,,,34,,0.0042,57.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32289,2.6,0.8,-11.94,0.35,-13.25,1.66,18.48,,,35,,0.01802,57.09482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32324,-0.19,1.85,-11.48,-0.63,-42.64,8.79,18.49,,,34,,0.028,57.12282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32358,4.72,2.36,-12.36,5.28,83.76,14.73,18.5,,,35,,0.0629,57.18572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32393,3.41,1.04,-12.47,5.1,50.55,13.54,18.49,,,34,,0.0826,57.26832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32427,1.9,-1.31,-6.98,0.81,2.06,-7.47,18.49,,,35,,0.03536,57.30368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32462,-5.67,-1.25,-13.44,-16.08,2.2,-6.27,18.49,,,35,,-0.04585,57.25783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32497,-1.96,-2.31,-6.89,5.74,17.13,-15.25,18.49,,,38,,-0.04375,57.21408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32535,-5.56,-1.97,-6.54,-0.61,-14.49,3.45,18.49,,,34,,-0.08778,57.1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32569,-6.89,-2.82,-9.82,-3.22,-42.75,0.11,18.49,,,35,,-0.06698,57.05932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,-0.74,0.4,-10.99,-3.39,4.75,0.69,18.47,,,34,,-0.0987,56.96062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32638,0.57,-0.12,-11.15,-2.15,9.6,0.81,18.49,,,42,,0.0136,56.97422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32680,1.17,-0.86,-11.3,-2.56,-1.02,1.07,18.48,,,35,,-0.00504,56.96918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32715,1.55,-0.07,-11.14,-3.44,-28.09,1.82,18.49,,,34,,-0.0301,56.93908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32749,0.61,-0.65,-11.33,-3.83,-66.18,2.6,18.49,,,35,,-0.00238,56.9367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32784,-1.13,-0.01,-11.09,-4.23,-57.15,2.4,18.49,,,35,,-0.02275,56.91395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32819,-1.55,-0.39,-11.08,-3.94,-27.22,1.76,18.5,,,34,,-0.00035,56.9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32853,-1.89,-0.24,-10.7,-4.67,10.27,0.73,18.51,,,38,,-0.01326,56.90034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891,-0.65,-0.41,-11.28,-5.21,43.95,-0.08,18.49,,,35,,-0.00912,56.89122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
