Time (s);VX
0;0
0.01;0
0.02;0
0.03;0
0.04;0
0.05;0
0.06;0
0.07;0
0.08;0
0.09;0
0.10;0
0.11;0
0.12;0
0.13;0
0.14;0
0.15;0
0.16;0
0.17;0
0.18;0
0.19;0
0.20;0
0.21;0
0.22;0
0.23;0
0.24;0
0.25;0
0.26;0
0.27;0
0.28;0
0.29;0
0.30;0
0.31;0
0.32;0
0.33;0
0.34;0
0.35;0
0.36;0
0.37;0
0.38;0
0.39;0
0.40;1
0.41;1
0.42;1
0.43;1
0.44;1
0.45;1
0.46;1
0.47;1
0.48;1
0.49;1
0.50;1
0.51;17
0.52;39
0.53;66
0.54;96
0.55;129
0.56;167
0.57;207
0.58;247
0.59;285
0.60;320
0.61;351
0.62;376
0.63;398
0.64;414
0.65;428
0.66;437
0.67;442
0.68;443
0.69;441
0.70;433
0.71;422
0.72;409
0.73;396
0.74;384
0.75;375
0.76;369
0.77;369
0.78;370
0.79;372
0.80;372
0.81;372
0.82;365
0.83;358
0.84;355
0.85;355
0.86;354
0.87;354
0.88;350
0.89;346
0.90;341
0.91;336
0.92;329
0.93;321
0.94;312
0.95;300
0.96;289
0.97;276
0.98;264
0.99;253
0.100;243
0.101;236
0.102;229
0.103;225
0.104;221
0.105;221
0.106;219
0.107;217
0.108;216
0.109;215
0.110;215
0.111;216
0.112;218
0.113;221
0.114;223
0.115;223
0.116;228
0.117;233
0.118;238
0.119;243
0.120;249
0.121;254
0.122;259
0.123;264
0.124;268
0.125;268
0.126;268
0.127;268
0.128;263
0.129;258
0.130;254
0.131;249
0.132;245
0.133;241
0.134;236
0.135;229
0.136;222
0.137;212
0.138;201
0.139;188
0.140;172
0.141;155
0.142;138
0.143;121
0.144;104
0.145;88
0.146;71
0.147;54
0.148;36
0.149;16
0.150;0
0.151;-11
0.152;-11
0.153;-11
0.154;-11
0.155;-11
0.156;-11
0.157;-11
0.158;-11
0.159;-11
0.160;-11
0.161;-11
0.162;-11
0.163;-11
0.164;-11
0.165;-11
0.166;-11
0.167;-11
0.168;-11
0.169;-19
0.170;-29
0.171;-39
0.172;-46
0.173;-49
0.174;-51
0.175;-47
0.176;-35
0.177;-13
0.178;19
0.179;56
0.180;96
0.181;133
0.182;165
0.183;189
0.184;205
0.185;216
0.186;224
0.187;231
0.188;240
0.189;251
0.190;264
0.191;280
0.192;297
0.193;315
0.194;333
0.195;353
0.196;372
0.197;390
0.198;406
0.199;420
0.200;433
0.201;446
0.202;462
0.203;481
0.204;501
0.205;519
0.206;533
0.207;543
0.208;551
0.209;557
0.210;562
0.211;562
0.212;562
0.213;562
0.214;556
0.215;547
0.216;534
0.217;519
0.218;502
0.219;486
0.220;471
0.221;458
0.222;448
0.223;439
0.224;433
0.225;430
0.226;426
0.227;417
0.228;402
0.229;383
0.230;361
0.231;344
0.232;330
0.233;318
0.234;304
0.235;291
0.236;280
0.237;270
0.238;260
0.239;251
0.240;242
0.241;235
0.242;228
0.243;223
0.244;219
0.245;219
0.246;220
0.247;219
0.248;219
0.249;209
0.250;197
0.251;183
0.252;165
0.253;141
0.254;112
0.255;78
0.256;43
0.257;16
0.258;-1
0.259;-1
0.260;-1
0.261;-1
0.262;-1
0.263;0
0.264;0
0.265;0
0.266;0
0.267;0
0.268;0
0.269;0
0.270;0
0.271;0
0.272;1
0.273;1
0.274;1
0.275;1
0.276;0
0.277;0
0.278;2
0.279;8
0.280;20
0.281;40
0.282;69
0.283;105
0.284;145
0.285;184
0.286;220
0.287;250
0.288;273
0.289;290
0.290;302
0.291;313
0.292;326
0.293;340
0.294;357
0.295;377
0.296;396
0.297;414
0.298;431
0.299;445
0.300;457
0.301;469
0.302;481
0.303;495
0.304;512
0.305;531
0.306;553
0.307;577
0.308;602
0.309;624
0.310;644
0.311;658
0.312;667
0.313;674
0.314;679
0.315;684
0.316;688
0.317;689
0.318;684
0.319;675
0.320;661
0.321;644
0.322;627
0.323;609
0.324;586
0.325;561
0.326;535
0.327;509
0.328;488
0.329;472
0.330;459
0.331;446
0.332;434
0.333;423
0.334;413
0.335;404
0.336;397
0.337;391
0.338;386
0.339;386
0.340;384
0.341;382
0.342;380
0.343;378
0.344;376
0.345;373
0.346;373
0.347;366
0.348;358
0.349;348
0.350;336
0.351;323
0.352;307
0.353;290
0.354;270
0.355;246
0.356;217
0.357;185
0.358;151
0.359;114
0.360;78
0.361;51
0.362;32
0.363;32
0.364;32
0.365;32
0.366;32
0.367;33
0.368;33
0.369;33
0.370;33
0.371;33
0.372;33
0.373;24
0.374;17
0.375;12
0.376;18
0.377;39
0.378;69
0.379;106
0.380;147
0.381;186
0.382;222
0.383;252
0.384;270
0.385;281
0.386;287
0.387;289
0.388;296
0.389;304
0.390;315
0.391;331
0.392;349
0.393;368
0.394;388
0.395;406
0.396;423
0.397;437
0.398;447
0.399;456
0.400;462
0.401;467
0.402;472
0.403;477
0.404;481
0.405;486
0.406;489
0.407;493
0.408;498
0.409;504
0.410;512
0.411;521
0.412;534
0.413;548
0.414;563
0.415;577
0.416;590
0.417;600
0.418;608
0.419;616
0.420;623
0.421;629
0.422;636
0.423;640
0.424;644
0.425;647
0.426;647
0.427;633
0.428;608
0.429;577
0.430;546
0.431;520
0.432;500
0.433;485
0.434;469
0.435;454
0.436;438
0.437;425
0.438;411
0.439;399
0.440;387
0.441;378
0.442;370
0.443;365
0.444;360
0.445;355
0.446;349
0.447;343
0.448;335
0.449;328
0.450;322
0.451;317
0.452;317
0.453;316
0.454;316
0.455;318
0.456;320
0.457;323
0.458;326
0.459;328
0.460;330
0.461;332
0.462;333
0.463;333
0.464;332
0.465;332
0.466;326
0.467;317
0.468;304
0.469;288
0.470;270
0.471;248
0.472;225
0.473;201
0.474;175
0.475;148
0.476;116
0.477;82
0.478;44
0.479;9
0.480;-15
0.481;-29
0.482;-29
0.483;-28
0.484;-28
0.485;-28
0.486;-28
0.487;-28
0.488;-28
0.489;-27
0.490;-27
0.491;-27
0.492;-27
0.493;-27
0.494;-38
0.495;-49
0.496;-57
0.497;-48
0.498;-27
0.499;5
0.500;44
0.501;85
0.502;122
0.503;151
0.504;169
0.505;173
0.506;173
0.507;165
0.508;161
0.509;163
0.510;169
0.511;187
0.512;213
0.513;244
0.514;280
0.515;315
0.516;345
0.517;372
0.518;392
0.519;408
0.520;421
0.521;430
0.522;438
0.523;449
0.524;458
0.525;469
0.526;481
0.527;490
0.528;490
0.529;483
0.530;483
0.531;488
0.532;492
0.533;492
0.534;492
0.535;492
0.536;491
0.537;487
0.538;477
0.539;463
0.540;445
0.541;427
0.542;412
0.543;397
0.544;380
0.545;360
0.546;335
0.547;308
0.548;281
0.549;255
0.550;232
0.551;211
0.552;193
0.553;177
0.554;163
0.555;151
0.556;143
0.557;137
0.558;137
0.559;136
0.560;136
0.561;137
0.562;137
0.563;137
0.564;136
0.565;134
0.566;134
0.567;129
0.568;124
0.569;120
0.570;120
0.571;118
0.572;118
0.573;119
0.574;121
0.575;123
0.576;125
0.577;129
0.578;131
0.579;134
0.580;136
0.581;137
0.582;139
0.583;141
0.584;144
0.585;146
0.586;149
0.587;150
0.588;150
0.589;150
0.590;141
0.591;127
0.592;110
0.593;90
0.594;66
0.595;37
0.596;4
0.597;-32
0.598;-71
0.599;-110
0.600;-150
0.601;-185
0.602;-210
0.603;-226
0.604;-226
0.605;-227
0.606;-227
0.607;-227
0.608;-227
0.609;-227
0.610;-228
0.611;-228
0.612;-228
0.613;-228
0.614;-228
0.615;-228
0.616;-227
0.617;-223
0.618;-208
0.619;-184
0.620;-150
0.621;-110
0.622;-69
0.623;-31
0.624;3
0.625;28
0.626;44
0.627;54
0.628;57
0.629;58
0.630;60
0.631;60
0.632;64
0.633;71
0.634;80
0.635;93
0.636;107
0.637;120
0.638;133
0.639;144
0.640;152
0.641;160
0.642;166
0.643;172
0.644;177
0.645;183
0.646;188
0.647;194
0.648;200
0.649;207
0.650;214
0.651;224
0.652;232
0.653;239
0.654;245
0.655;246
0.656;247
0.657;245
0.658;245
0.659;245
0.660;255
0.661;267
0.662;277
0.663;285
0.664;291
0.665;295
0.666;299
0.667;304
0.668;309
0.669;314
0.670;319
0.671;325
0.672;333
0.673;343
0.674;349
0.675;343
0.676;326
0.677;302
0.678;273
0.679;248
0.680;225
0.681;201
0.682;177
0.683;154
0.684;131
0.685;109
0.686;90
0.687;74
0.688;60
0.689;48
0.690;37
0.691;28
0.692;20
0.693;14
0.694;7
0.695;0
0.696;-6
0.697;-12
0.698;-18
0.699;-23
0.700;-28
0.701;-33
0.702;-39
0.703;-45
0.704;-50
0.705;-50
0.706;-51
0.707;-52
0.708;-52
0.709;-51
0.710;-49
0.711;-46
0.712;-43
0.713;-39
0.714;-36
0.715;-32
0.716;-29
0.717;-26
0.718;-24
0.719;-22
0.720;-20
0.721;-18
0.722;-17
0.723;-17
0.724;-17
0.725;-25
0.726;-36
0.727;-51
0.728;-71
0.729;-95
0.730;-124
0.731;-159
0.732;-196
0.733;-236
0.734;-276
0.735;-316
0.736;-347
0.737;-368
0.738;-368
0.739;-368
0.740;-368
0.741;-368
0.742;-368
0.743;-368
0.744;-368
0.745;-368
0.746;-368
0.747;-368
0.748;-378
0.749;-383
0.750;-383
0.751;-365
0.752;-338
0.753;-306
0.754;-267
0.755;-227
0.756;-186
0.757;-147
0.758;-112
0.759;-86
0.760;-67
0.761;-55
0.762;-49
0.763;-44
0.764;-41
0.765;-39
0.766;-30
0.767;-18
0.768;-2
0.769;19
0.770;40
0.771;60
0.772;80
0.773;96
0.774;111
0.775;123
0.776;134
0.777;143
0.778;151
0.779;158
0.780;164
0.781;169
0.782;173
0.783;181
0.784;187
0.785;191
0.786;196
0.787;195
0.788;194
0.789;194
0.790;194
0.791;198
0.792;205
0.793;216
0.794;229
0.795;244
0.796;258
0.797;270
0.798;277
0.799;280
0.800;280
0.801;277
0.802;273
0.803;265
0.804;250
0.805;231
0.806;205
0.807;180
0.808;157
0.809;136
0.810;112
0.811;88
0.812;63
0.813;40
0.814;19
0.815;1
0.816;-13
0.817;-24
0.818;-33
0.819;-40
0.820;-44
0.821;-47
0.822;-47
0.823;-50
0.824;-52
0.825;-55
0.826;-58
0.827;-61
0.828;-64
0.829;-64
0.830;-70
0.831;-75
0.832;-81
0.833;-81
0.834;-82
0.835;-81
0.836;-80
0.837;-78
0.838;-76
0.839;-73
0.840;-70
0.841;-67
0.842;-64
0.843;-61
0.844;-60
0.845;-59
0.846;-59
0.847;-61
0.848;-61
0.849;-70
0.850;-81
0.851;-97
0.852;-116
0.853;-139
0.854;-166
0.855;-198
0.856;-234
0.857;-273
0.858;-313
0.859;-353
0.860;-385
0.861;-407
0.862;-407
0.863;-407
0.864;-407
0.865;-407
0.866;-407
0.867;-407
0.868;-407
0.869;-407
0.870;-407
0.871;-407
0.872;-407
0.873;-406
0.874;-404
0.875;-400
0.876;-389
0.877;-369
0.878;-341
0.879;-304
0.880;-263
0.881;-222
0.882;-182
0.883;-148
0.884;-121
0.885;-104
0.886;-95
0.887;-93
0.888;-92
0.889;-92
0.890;-93
0.891;-88
0.892;-79
0.893;-67
0.894;-50
0.895;-34
0.896;-17
0.897;-2
0.898;11
0.899;21
0.900;29
0.901;35
0.902;40
0.903;44
0.904;48
0.905;53
0.906;58
0.907;63
0.908;69
0.909;77
0.910;84
0.911;91
0.912;96
0.913;98
0.914;99
0.915;99
0.916;107
0.917;120
0.918;134
0.919;146
0.920;155
0.921;161
0.922;166
0.923;171
0.924;171
0.925;169
0.926;169
0.927;169
0.928;169
0.929;165
0.930;153
0.931;135
0.932;110
0.933;89
0.934;69
0.935;47
0.936;24
0.937;3
0.938;-17
0.939;-35
0.940;-52
0.941;-67
0.942;-79
0.943;-89
0.944;-98
0.945;-106
0.946;-115
0.947;-124
0.948;-133
0.949;-143
0.950;-152
0.951;-162
0.952;-171
0.953;-181
0.954;-190
0.955;-198
0.956;-204
0.957;-204
0.958;-205
0.959;-205
0.960;-205
0.961;-203
0.962;-202
0.963;-200
0.964;-200
0.965;-196
0.966;-191
0.967;-186
0.968;-180
0.969;-175
0.970;-169
0.971;-163
0.972;-158
0.973;-158
0.974;-159
0.975;-159
0.976;-166
0.977;-178
0.978;-194
0.979;-214
0.980;-237
0.981;-262
0.982;-290
0.983;-319
0.984;-351
0.985;-386
0.986;-422
0.987;-458
0.988;-494
0.989;-520
0.990;-540
0.991;-540
0.992;-540
0.993;-538
0.994;-538
0.995;-538
0.996;-538
0.997;-537
0.998;-537
0.999;-537
0.1000;-537
0.1001;-537
0.1002;-542
0.1003;-542
0.1004;-539
0.1005;-528
0.1006;-506
0.1007;-478
0.1008;-443
0.1009;-403
0.1010;-362
0.1011;-323
0.1012;-287
0.1013;-257
0.1014;-237
0.1015;-222
0.1016;-214
0.1017;-210
0.1018;-203
0.1019;-198
0.1020;-188
0.1021;-173
0.1022;-157
0.1023;-136
0.1024;-115
0.1025;-95
0.1026;-75
0.1027;-60
0.1028;-48
0.1029;-38
0.1030;-31
0.1031;-25
0.1032;-20
0.1033;-17
0.1034;-16
0.1035;-12
0.1036;-9
0.1037;-3
0.1038;4
0.1039;8
0.1040;9
0.1041;8
0.1042;7
0.1043;7
0.1044;12
0.1045;19
0.1046;26
0.1047;30
0.1048;31
0.1049;32
0.1050;34
0.1051;37
0.1052;40
0.1053;42
0.1054;43
0.1055;45
0.1056;48
0.1057;53
0.1058;59
0.1059;64
0.1060;66
0.1061;62
0.1062;48
0.1063;27
0.1064;1
0.1065;-28
0.1066;-57
0.1067;-86
0.1068;-114
0.1069;-140
0.1070;-163
0.1071;-183
0.1072;-198
0.1073;-210
0.1074;-219
0.1075;-226
0.1076;-230
0.1077;-234
0.1078;-237
0.1079;-242
0.1080;-246
0.1081;-251
0.1082;-257
0.1083;-264
0.1084;-271
0.1085;-278
0.1086;-285
0.1087;-291
0.1088;-297
0.1089;-301
0.1090;-301
0.1091;-303
0.1092;-303
0.1093;-302
0.1094;-301
0.1095;-299
0.1096;-297
0.1097;-294
0.1098;-292
0.1099;-289
0.1100;-289
0.1101;-285
0.1102;-281
0.1103;-281
0.1104;-281
0.1105;-281
0.1106;-290
0.1107;-303
0.1108;-319
0.1109;-337
0.1110;-357
0.1111;-379
0.1112;-402
0.1113;-428
0.1114;-457
0.1115;-490
0.1116;-527
0.1117;-565
0.1118;-601
0.1119;-626
0.1120;-642
0.1121;-642
0.1122;-642
0.1123;-642
0.1124;-642
0.1125;-642
0.1126;-642
0.1127;-642
0.1128;-642
0.1129;-642
0.1130;-642
0.1131;-642
0.1132;-661
0.1133;-680
0.1134;-695
0.1135;-695
0.1136;-677
0.1137;-649
0.1138;-614
0.1139;-574
0.1140;-533
0.1141;-496
0.1142;-464
0.1143;-443
0.1144;-433
0.1145;-428
0.1146;-430
0.1147;-430
0.1148;-428
0.1149;-425
0.1150;-414
0.1151;-399
0.1152;-382
0.1153;-360
0.1154;-341
0.1155;-324
0.1156;-308
0.1157;-298
0.1158;-290
0.1159;-284
0.1160;-280
0.1161;-277
0.1162;-272
0.1163;-267
0.1164;-260
0.1165;-250
0.1166;-240
0.1167;-233
0.1168;-229
0.1169;-230
0.1170;-233
0.1171;-237
0.1172;-243
0.1173;-250
0.1174;-256
0.1175;-260
0.1176;-261
0.1177;-259
0.1178;-254
0.1179;-246
0.1180;-238
0.1181;-229
0.1182;-219
0.1183;-209
0.1184;-199
0.1185;-191
0.1186;-185
0.1187;-179
0.1188;-173
0.1189;-166
0.1190;-158
0.1191;-152
0.1192;-153
0.1193;-160
0.1194;-170
0.1195;-184
0.1196;-197
0.1197;-211
0.1198;-228
0.1199;-246
0.1200;-265
0.1201;-284
0.1202;-304
0.1203;-324
0.1204;-344
0.1205;-365
0.1206;-384
0.1207;-401
0.1208;-416
0.1209;-428
0.1210;-439
0.1211;-448
0.1212;-456
0.1213;-462
0.1214;-467
0.1215;-472
0.1216;-476
0.1217;-479
0.1218;-483
0.1219;-486
0.1220;-489
0.1221;-489
0.1222;-491
0.1223;-492
0.1224;-493
0.1225;-495
0.1226;-496
0.1227;-497
0.1228;-498
0.1229;-499
0.1230;-499
0.1231;-498
0.1232;-498
0.1233;-497
0.1234;-495
0.1235;-494
0.1236;-492
0.1237;-491
0.1238;-489
0.1239;-488
0.1240;-487
0.1241;-487
0.1242;-487
0.1243;-487
0.1244;-494
0.1245;-505
0.1246;-519
0.1247;-537
0.1248;-558
0.1249;-583
0.1250;-610
0.1251;-640
0.1252;-674
0.1253;-710
0.1254;-748
0.1255;-786
0.1256;-818
0.1257;-840
0.1258;-840
0.1259;-840
0.1260;-840
0.1261;-840
0.1262;-840
0.1263;-840
0.1264;-840
0.1265;-840
0.1266;-840
0.1267;-835
0.1268;-825
0.1269;-812
0.1270;-793
0.1271;-768
0.1272;-738
0.1273;-702
0.1274;-661
0.1275;-621
0.1276;-580
0.1277;-543
0.1278;-513
0.1279;-490
0.1280;-476
0.1281;-469
0.1282;-466
0.1283;-466
0.1284;-468
0.1285;-467
0.1286;-466
0.1287;-461
0.1288;-452
0.1289;-442
0.1290;-429
0.1291;-415
0.1292;-402
0.1293;-388
0.1294;-376
0.1295;-363
0.1296;-352
0.1297;-340
0.1298;-329
0.1299;-318
0.1300;-306
0.1301;-294
0.1302;-281
0.1303;-271
0.1304;-262
0.1305;-255
0.1306;-253
0.1307;-252
0.1308;-253
0.1309;-256
0.1310;-259
0.1311;-261
0.1312;-262
0.1313;-260
0.1314;-256
0.1315;-249
0.1316;-241
0.1317;-233
0.1318;-224
0.1319;-218
0.1320;-212
0.1321;-207
0.1322;-205
0.1323;-202
0.1324;-200
0.1325;-200
0.1326;-200
0.1327;-207
0.1328;-216
0.1329;-228
0.1330;-240
0.1331;-254
0.1332;-272
0.1333;-293
0.1334;-315
0.1335;-338
0.1336;-360
0.1337;-381
0.1338;-402
0.1339;-422
0.1340;-440
0.1341;-456
0.1342;-470
0.1343;-482
0.1344;-491
0.1345;-499
0.1346;-506
0.1347;-512
0.1348;-518
0.1349;-524
0.1350;-528
0.1351;-532
0.1352;-534
0.1353;-534
0.1354;-536
0.1355;-538
0.1356;-538
0.1357;-538
0.1358;-538
0.1359;-538
0.1360;-536
0.1361;-534
0.1362;-532
0.1363;-530
0.1364;-529
0.1365;-529
0.1366;-529
0.1367;-528
0.1368;-527
0.1369;-526
0.1370;-525
0.1371;-525
0.1372;-524
0.1373;-524
0.1374;-524
0.1375;-524
0.1376;-524
0.1377;-525
0.1378;-525
0.1379;-531
0.1380;-531
0.1381;-543
0.1382;-557
0.1383;-557
0.1384;-577
0.1385;-600
0.1386;-600
0.1387;-629
0.1388;-629
0.1389;-664
0.1390;-700
0.1391;-700
0.1392;-733
0.1393;-733
0.1394;-748
0.1395;-748
0.1396;-747
0.1397;-747
0.1398;-747
0.1399;-747
0.1400;-747
0.1401;-767
0.1402;-790
0.1403;-790
0.1404;-795
0.1405;-783
0.1406;-783
0.1407;-752
0.1408;-752
0.1409;-711
0.1410;-671
0.1411;-671
0.1412;-646
0.1413;-632
0.1414;-628
0.1415;-629
0.1416;-634
0.1417;-637
0.1418;-636
0.1419;-636
0.1420;-619
0.1421;-597
0.1422;-597
0.1423;-566
0.1424;-566
0.1425;-540
0.1426;-521
0.1427;-521
0.1428;-511
0.1429;-506
0.1430;-506
0.1431;-502
0.1432;-499
0.1433;-499
0.1434;-495
0.1435;-489
0.1436;-480
0.1437;-471
0.1438;-471
0.1439;-467
0.1440;-466
0.1441;-466
0.1442;-465
0.1443;-465
0.1444;-465
0.1445;-458
0.1446;-450
0.1447;-450
0.1448;-443
0.1449;-443
0.1450;-443
0.1451;-442
0.1452;-442
0.1453;-442
0.1454;-442
0.1455;-445
0.1456;-445
0.1457;-454
0.1458;-454
0.1459;-467
0.1460;-467
0.1461;-486
0.1462;-509
0.1463;-509
0.1464;-535
0.1465;-561
0.1466;-561
0.1467;-584
0.1468;-605
0.1469;-624
0.1470;-640
0.1471;-654
0.1472;-665
0.1473;-674
0.1474;-679
0.1475;-679
0.1476;-680
0.1477;-681
0.1478;-682
0.1479;-684
0.1480;-686
0.1481;-686
0.1482;-691
0.1483;-697
0.1484;-703
0.1485;-708
0.1486;-713
0.1487;-717
0.1488;-721
0.1489;-721
0.1490;-723
0.1491;-724
0.1492;-725
0.1493;-725
0.1494;-725
0.1495;-723
0.1496;-723
0.1497;-719
0.1498;-713
0.1499;-708
0.1500;-703
0.1501;-703
0.1502;-703
0.1503;-713
0.1504;-728
0.1505;-746
0.1506;-767
0.1507;-792
0.1508;-818
0.1509;-848
0.1510;-881
0.1511;-917
0.1512;-954
0.1513;-992
0.1514;-1026
0.1515;-1050
0.1516;-1066
0.1517;-1066
0.1518;-1065
0.1519;-1065
0.1520;-1065
0.1521;-1065
0.1522;-1065
0.1523;-1065
0.1524;-1063
0.1525;-1056
0.1526;-1043
0.1527;-1022
0.1528;-997
0.1529;-967
0.1530;-931
0.1531;-890
0.1532;-850
0.1533;-810
0.1534;-773
0.1535;-746
0.1536;-724
0.1537;-709
0.1538;-700
0.1539;-688
0.1540;-678
0.1541;-669
0.1542;-657
0.1543;-643
0.1544;-630
0.1545;-630
0.1546;-615
0.1547;-600
0.1548;-586
0.1549;-572
0.1550;-559
0.1551;-544
0.1552;-530
0.1553;-516
0.1554;-501
0.1555;-486
0.1556;-473
0.1557;-464
0.1558;-461
0.1559;-464
0.1560;-469
0.1561;-469
0.1562;-465
0.1563;-462
0.1564;-459
0.1565;-461
0.1566;-461
0.1567;-462
0.1568;-462
0.1569;-469
0.1570;-478
0.1571;-486
0.1572;-491
0.1573;-492
0.1574;-495
0.1575;-503
0.1576;-517
0.1577;-534
0.1578;-554
0.1579;-577
0.1580;-599
0.1581;-621
0.1582;-643
0.1583;-663
0.1584;-683
0.1585;-704
0.1586;-724
0.1587;-742
0.1588;-759
0.1589;-774
0.1590;-786
0.1591;-794
0.1592;-800
0.1593;-804
0.1594;-808
0.1595;-808
0.1596;-810
0.1597;-811
0.1598;-813
0.1599;-815
0.1600;-816
0.1601;-818
0.1602;-819
0.1603;-820
0.1604;-821
0.1605;-823
0.1606;-824
0.1607;-826
0.1608;-827
0.1609;-828
0.1610;-827
0.1611;-827
0.1612;-826
0.1613;-825
0.1614;-824
0.1615;-821
0.1616;-819
0.1617;-815
0.1618;-812
0.1619;-809
0.1620;-807
0.1621;-806
0.1622;-806
0.1623;-807
0.1624;-809
0.1625;-812
0.1626;-815
0.1627;-818
0.1628;-820
0.1629;-823
0.1630;-826
0.1631;-829
0.1632;-832
0.1633;-834
0.1634;-837
0.1635;-839
0.1636;-843
0.1637;-843
0.1638;-847
0.1639;-852
0.1640;-858
0.1641;-864
0.1642;-872
0.1643;-882
0.1644;-895
0.1645;-914
0.1646;-937
0.1647;-965
0.1648;-997
0.1649;-1031
0.1650;-1066
0.1651;-1099
0.1652;-1130
0.1653;-1159
0.1654;-1186
0.1655;-1205
0.1656;-1218
0.1657;-1218
0.1658;-1218
0.1659;-1219
0.1660;-1219
0.1661;-1219
0.1662;-1240
0.1663;-1269
0.1664;-1296
0.1665;-1307
0.1666;-1303
0.1667;-1280
0.1668;-1248
0.1669;-1212
0.1670;-1172
0.1671;-1131
0.1672;-1092
0.1673;-1060
0.1674;-1038
0.1675;-1029
0.1676;-1026
0.1677;-1028
0.1678;-1028
0.1679;-1021
0.1680;-1013
0.1681;-997
0.1682;-977
0.1683;-956
0.1684;-934
0.1685;-915
0.1686;-900
0.1687;-887
0.1688;-877
0.1689;-871
0.1690;-865
0.1691;-863
0.1692;-861
0.1693;-860
0.1694;-859
0.1695;-857
0.1696;-852
0.1697;-848
0.1698;-843
0.1699;-836
0.1700;-833
0.1701;-833
0.1702;-836
0.1703;-838
0.1704;-838
0.1705;-834
0.1706;-826
0.1707;-814
0.1708;-802
0.1709;-790
0.1710;-782
0.1711;-776
0.1712;-770
0.1713;-766
0.1714;-760
0.1715;-760
0.1716;-760
0.1717;-765
0.1718;-769
0.1719;-774
0.1720;-780
0.1721;-790
0.1722;-802
0.1723;-816
0.1724;-832
0.1725;-849
0.1726;-870
0.1727;-893
0.1728;-915
0.1729;-936
0.1730;-955
0.1731;-973
0.1732;-989
0.1733;-1003
0.1734;-1015
0.1735;-1027
0.1736;-1037
0.1737;-1046
0.1738;-1054
0.1739;-1061
0.1740;-1061
0.1741;-1067
0.1742;-1073
0.1743;-1078
0.1744;-1084
0.1745;-1090
0.1746;-1097
0.1747;-1105
0.1748;-1111
0.1749;-1117
0.1750;-1117
0.1751;-1117
0.1752;-1116
0.1753;-1116
0.1754;-1114
0.1755;-1113
0.1756;-1110
0.1757;-1110
0.1758;-1106
0.1759;-1101
0.1760;-1096
0.1761;-1091
0.1762;-1086
0.1763;-1081
0.1764;-1076
0.1765;-1076
0.1766;-1076
0.1767;-1076
0.1768;-1086
0.1769;-1098
0.1770;-1114
0.1771;-1133
0.1772;-1153
0.1773;-1176
0.1774;-1200
0.1775;-1227
0.1776;-1256
0.1777;-1287
0.1778;-1319
0.1779;-1352
0.1780;-1386
0.1781;-1421
0.1782;-1456
0.1783;-1481
0.1784;-1498
0.1785;-1498
0.1786;-1498
0.1787;-1498
0.1788;-1499
0.1789;-1499
0.1790;-1499
0.1791;-1518
0.1792;-1541
0.1793;-1556
0.1794;-1556
0.1795;-1536
0.1796;-1502
0.1797;-1465
0.1798;-1424
0.1799;-1383
0.1800;-1345
0.1801;-1313
0.1802;-1290
0.1803;-1281
0.1804;-1281
0.1805;-1284
0.1806;-1291
0.1807;-1294
0.1808;-1290
0.1809;-1285
0.1810;-1269
0.1811;-1246
0.1812;-1220
0.1813;-1189
0.1814;-1159
0.1815;-1133
0.1816;-1109
0.1817;-1093
0.1818;-1080
0.1819;-1070
0.1820;-1064
0.1821;-1059
0.1822;-1054
0.1823;-1050
0.1824;-1045
0.1825;-1037
0.1826;-1030
0.1827;-1024
0.1828;-1017
0.1829;-1013
0.1830;-1013
0.1831;-1021
0.1832;-1028
0.1833;-1034
0.1834;-1034
0.1835;-1025
0.1836;-1011
0.1837;-998
0.1838;-990
0.1839;-989
0.1840;-990
0.1841;-987
0.1842;-981
0.1843;-977
0.1844;-977
0.1845;-985
0.1846;-1000
0.1847;-1012
0.1848;-1023
0.1849;-1032
0.1850;-1037
0.1851;-1044
0.1852;-1054
0.1853;-1066
0.1854;-1081
0.1855;-1097
0.1856;-1116
0.1857;-1137
0.1858;-1161
0.1859;-1185
0.1860;-1212
0.1861;-1238
0.1862;-1262
0.1863;-1283
0.1864;-1300
0.1865;-1312
0.1866;-1319
0.1867;-1319
0.1868;-1320
0.1869;-1320
0.1870;-1319
0.1871;-1318
0.1872;-1319
0.1873;-1320
0.1874;-1320
0.1875;-1324
0.1876;-1328
0.1877;-1331
0.1878;-1334
0.1879;-1334
0.1880;-1335
0.1881;-1337
0.1882;-1337
0.1883;-1336
0.1884;-1334
0.1885;-1331
0.1886;-1331
0.1887;-1327
0.1888;-1323
0.1889;-1320
0.1890;-1317
0.1891;-1317
0.1892;-1315
0.1893;-1315
0.1894;-1316
0.1895;-1316
0.1896;-1322
0.1897;-1330
0.1898;-1342
0.1899;-1360
0.1900;-1383
0.1901;-1412
0.1902;-1446
0.1903;-1483
0.1904;-1523
0.1905;-1564
0.1906;-1603
0.1907;-1640
0.1908;-1678
0.1909;-1709
0.1910;-1731
0.1911;-1745
0.1912;-1745
0.1913;-1745
0.1914;-1746
0.1915;-1746
0.1916;-1746
0.1917;-1747
0.1918;-1747
0.1919;-1747
0.1920;-1740
0.1921;-1727
0.1922;-1704
0.1923;-1673
0.1924;-1636
0.1925;-1595
0.1926;-1554
0.1927;-1516
0.1928;-1482
0.1929;-1458
0.1930;-1444
0.1931;-1437
0.1932;-1436
0.1933;-1435
0.1934;-1431
